CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,RiskSegment,ProductEngagement,FinancialStabilityScore
540,France,Male,37,6,0.0,2,1,0,141998.89,0,Medium Risk,0.7,0.7100211467951195
674,Spain,Male,36,2,0.0,2,1,1,182787.17,0,Medium Risk,0.7,0.9139702152800946
553,France,Male,38,3,99844.68,1,0,0,187915.7,0,High Risk,0.25,1.3375629728951495
630,France,Female,28,1,0.0,2,1,1,133267.78,0,Medium Risk,0.7,0.6663639552847187
466,France,Male,26,3,156815.71,1,1,1,137476.09,0,High Risk,0.45,1.3124238484238346
613,France,Male,47,6,146034.74,1,1,1,77146.14,0,Medium Risk,0.45,0.9677932379445209
558,France,Male,27,1,152283.39,1,1,0,183271.15,0,High Risk,0.45,1.52334337199733
775,Germany,Female,33,1,118897.1,2,1,1,26362.4,0,High Risk,0.7,0.6057029870960302
698,Germany,Male,52,8,96781.39,1,1,1,153373.71,0,Low Risk,0.45,1.1526372289570785
608,Germany,Male,33,1,102772.67,2,1,0,70705.58,0,High Risk,0.7,0.7631603735898136
670,Spain,Female,20,4,0.0,2,1,0,119759.24,0,Medium Risk,0.7,0.5988187155837059
591,Spain,Male,39,8,0.0,2,0,0,42392.24,0,Low Risk,0.5,0.21196917004079352
633,France,Male,40,4,150578.0,1,0,1,34670.62,1,Medium Risk,0.25,0.7735156418290419
678,France,Female,46,1,0.0,2,0,0,82106.19,0,Medium Risk,0.5,0.41054638654413406
590,France,Male,47,3,0.0,2,1,0,171774.5,0,Medium Risk,0.7,0.8589047948202851
705,France,Female,48,0,0.0,2,0,0,149772.61,0,Medium Risk,0.5,0.7488912083094323
608,France,Male,42,10,163548.07,1,1,0,38866.85,0,Medium Risk,0.45,0.846192155228372
682,France,Female,37,8,148580.12,1,1,0,35179.18,0,Medium Risk,0.45,0.7680956230968934
596,Germany,Male,32,3,96709.07,2,0,0,41788.37,0,Medium Risk,0.5,0.5944013056024453
395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1,Medium Risk,0.45,0.5094146024875754
578,Germany,Male,37,1,135650.88,1,1,0,199428.19,0,High Risk,0.45,1.5378397139893072
547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1,Medium Risk,0.95,0.5284711290013125
609,France,Male,37,1,39344.83,1,1,1,178291.89,1,Medium Risk,0.45,1.0483089506798096
774,Germany,Male,36,9,130809.77,1,1,0,152290.28,0,Medium Risk,0.45,1.2828461767641248
712,France,Female,27,2,133009.51,1,1,0,126809.15,0,High Risk,0.45,1.1642032002441776
585,Germany,Female,28,9,135337.49,2,1,1,40385.61,0,Medium Risk,0.7,0.7413478399794378
666,France,Female,32,10,112536.57,2,1,1,34350.54,0,Medium Risk,0.7,0.6202941390204462
708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0,Medium Risk,0.25,1.4835946068122787
513,France,Male,44,1,63562.02,2,0,1,52629.73,1,Medium Risk,0.5,0.516496543468248
445,France,Male,37,3,0.0,2,1,1,180012.39,0,Medium Risk,0.7,0.9000957936018394
690,Germany,Male,44,9,100368.63,2,0,0,35342.33,0,Medium Risk,0.5,0.5767557361045423
850,France,Male,37,6,0.0,2,1,0,109291.22,0,Medium Risk,0.7,0.5464766475219468
537,Spain,Female,33,7,136082.0,1,1,0,62746.54,0,Medium Risk,0.45,0.856124074094764
705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1,Medium Risk,0.25,1.3214405420314936
670,France,Female,45,5,47884.92,1,1,1,54340.24,0,Medium Risk,0.45,0.4625654798457126
652,Spain,Female,36,1,0.0,2,1,1,19302.78,0,Medium Risk,0.7,0.09651752905909261
696,Spain,Male,24,9,0.0,1,0,0,10883.52,0,Low Risk,0.25,0.05441964617869632
747,France,Male,49,6,202904.64,1,1,1,17298.72,1,Medium Risk,0.45,0.8952102227182244
511,France,Female,46,1,0.0,1,1,1,115779.48,1,Medium Risk,0.45,0.5789191673606927
743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1,High Risk,0.5,1.1110737917415219
532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1,High Risk,0.45,1.185133367614842
642,Spain,Female,33,9,0.0,2,1,1,150475.14,0,Low Risk,0.7,0.7524039903900387
554,Germany,Female,54,6,108755.0,1,1,0,40914.32,1,Medium Risk,0.45,0.6380421375940394
604,Spain,Female,34,3,0.0,2,1,0,38587.7,0,Medium Risk,0.7,0.19294575476037898
602,France,Female,72,3,0.0,2,1,1,171260.66,0,Medium Risk,0.7,0.8563354982147329
757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1,Medium Risk,1.2,0.9384521201636207
491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0,Medium Risk,0.45,1.1370724081085792
850,France,Male,31,4,0.0,2,0,0,152298.28,0,Medium Risk,0.5,0.7615200331532466
521,France,Male,22,5,0.0,2,1,1,99828.45,0,Medium Risk,0.7,0.49916101845429384
726,France,Male,37,2,132057.92,2,1,0,34743.98,0,High Risk,0.7,0.7000673062113746
596,France,Male,33,8,0.0,1,1,0,121189.3,1,Low Risk,0.45,0.6059692844450951
850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0,Medium Risk,0.25,1.1038317910912625
637,France,Female,41,9,0.0,2,1,0,145477.36,0,Low Risk,0.7,0.727414150772069
690,Spain,Male,32,2,76087.98,1,0,1,151822.66,0,Medium Risk,0.25,1.062404335687727
689,France,Male,40,8,160272.27,1,1,0,49656.24,0,Medium Risk,0.45,0.8870848366293433
633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1,Medium Risk,0.45,0.8258655208520753
555,France,Female,27,8,102000.17,1,1,1,116757.0,0,Medium Risk,0.45,0.9903471922408468
563,Spain,Male,24,7,0.0,2,0,0,16319.56,0,Low Risk,0.5,0.08160086819264403
494,France,Female,33,1,137853.0,1,0,1,90273.85,0,High Risk,0.25,1.0008244422375374
534,France,Male,27,9,0.0,2,1,0,161344.13,0,Low Risk,0.7,0.8067509838369923
696,Germany,Male,42,7,162318.61,1,1,0,121061.89,0,Medium Risk,0.45,1.2522825718908366
535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1,High Risk,0.75,0.90683078255887
600,France,Male,34,0,0.0,2,0,1,3756.23,0,Medium Risk,0.5,0.018781856197793035
807,France,Female,34,1,0.0,1,0,0,114448.13,0,Medium Risk,0.25,0.5722621670574813
714,France,Female,52,2,0.0,1,0,1,144045.08,1,Medium Risk,0.25,0.720252481493304
590,France,Male,24,7,126431.54,1,1,0,58781.11,0,Medium Risk,0.45,0.7978325138963045
614,France,Female,41,3,123475.04,1,1,1,179227.52,0,High Risk,0.45,1.3883035398533483
766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0,Medium Risk,0.45,1.0258992338503046
557,Spain,Male,42,4,0.0,2,0,1,86642.38,0,Medium Risk,0.5,0.4332281893799207
788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1,Medium Risk,0.45,1.4687819413270695
648,France,Female,38,2,0.0,2,0,1,9551.49,0,Medium Risk,0.5,0.04775924574764011
726,Germany,Female,33,7,99046.31,2,1,1,56053.06,0,Medium Risk,0.7,0.6750429328519949
773,France,Male,33,9,0.0,2,1,1,1118.31,0,Low Risk,0.7,0.0055917602501854066
583,Germany,Male,27,4,105907.42,2,1,1,195732.04,0,Medium Risk,0.7,1.4008102960832782
565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1,Medium Risk,0.7,1.2648698541561239
705,France,Male,25,9,0.0,2,0,1,112331.19,0,Low Risk,0.5,0.5616770690577966
685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0,Medium Risk,0.7,0.6079666725161503
741,France,Male,29,8,0.0,2,1,1,115994.52,0,Low Risk,0.7,0.5799944077897329
658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0,Medium Risk,0.45,1.4425065362821838
575,France,Male,27,3,139301.68,1,1,0,99843.98,0,High Risk,0.45,1.054450869282764
844,France,Female,41,10,76319.64,1,1,1,141175.18,1,Low Risk,0.45,1.01008825697728
559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1,Medium Risk,0.45,1.3814623086729854
725,France,Male,37,6,124348.38,2,0,1,176984.34,0,Medium Risk,0.5,1.3805680736335373
450,France,Male,29,7,117199.8,1,1,1,43480.63,0,Medium Risk,0.45,0.6845324573934419
738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1,Medium Risk,0.25,1.3666786879986215
642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0,High Risk,0.45,1.3347101358551852
618,Spain,Male,32,5,133476.09,1,0,1,154843.4,0,Medium Risk,0.25,1.3062393603867797
590,France,Male,47,0,117879.32,1,1,1,8214.46,0,High Risk,0.45,0.5109033277337156
735,France,Male,50,2,0.0,2,0,1,147075.69,0,Medium Risk,0.5,0.7354061012694078
550,France,Male,34,8,122359.5,1,0,0,116495.55,0,Medium Risk,0.25,1.0701857081063535
729,Spain,Female,28,0,0.0,2,1,1,31165.06,1,Medium Risk,0.7,0.15583115925158786
743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1,Medium Risk,0.45,1.3934588957376493
555,France,Male,31,8,145875.74,1,1,0,137491.23,0,Medium Risk,0.45,1.2688963098107515
667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0,High Risk,0.7,1.4186737104891909
790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0,Medium Risk,0.25,0.8703649887918347
727,Germany,Male,34,2,146407.11,1,1,1,72073.72,0,High Risk,0.45,0.9439143326983406
744,France,Female,39,6,0.0,1,0,0,10662.58,0,Medium Risk,0.25,0.053314904640414475
629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0,Medium Risk,0.45,0.902737175497413
619,France,Female,35,4,90413.12,1,1,1,20555.21,0,Medium Risk,0.45,0.4631378590591586
634,France,Male,34,8,105302.66,1,1,1,123164.97,0,Medium Risk,0.45,1.0355509219175825
608,Spain,Female,35,6,0.0,2,1,1,143463.28,0,Medium Risk,0.7,0.7173433721107914
507,France,Female,35,1,0.0,2,0,0,92131.54,0,Medium Risk,0.5,0.46067502138080385
536,Germany,Female,35,4,121520.36,1,0,0,77178.42,0,Medium Risk,0.25,0.8702481210183356
730,Spain,Female,43,1,103960.38,1,1,1,193650.16,0,High Risk,0.45,1.3826402224027454
583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0,Medium Risk,0.25,0.6746254612850471
644,France,Female,24,8,92760.55,1,1,0,35896.75,0,Low Risk,0.45,0.549204552863654
790,Spain,Male,37,8,0.0,2,1,1,149418.41,0,Low Risk,0.7,0.7471201417173285
807,Germany,Female,40,1,134590.21,1,1,1,46253.65,0,High Risk,0.45,0.7677107227708967
581,France,Female,37,10,104255.03,1,1,0,86609.37,0,Medium Risk,0.45,0.8485905291774994
627,Spain,Female,55,6,0.0,1,0,0,91943.94,1,Medium Risk,0.25,0.45973698611067776
850,France,Male,41,3,0.0,2,1,0,128892.36,0,Medium Risk,0.7,0.6444860326748285
754,France,Female,35,4,0.0,2,1,0,44830.71,0,Medium Risk,0.7,0.2241619784903912
551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1,High Risk,0.25,0.9064198027153025
637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0,Medium Risk,0.7,1.01022409895437
699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0,Medium Risk,0.7,1.2402421207361305
542,France,Female,25,7,0.0,2,0,1,82393.08,0,Low Risk,0.5,0.41198089048148206
640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0,High Risk,0.25,1.1248028685562876
553,France,Female,27,3,0.0,2,0,0,159800.16,0,Medium Risk,0.5,0.7990308435597179
741,France,Male,38,9,0.0,2,1,0,14379.01,0,Low Risk,0.7,0.07189775335552616
598,France,Male,35,8,114212.6,1,1,1,74322.85,0,Medium Risk,0.45,0.8268433266920885
660,Spain,Female,42,5,0.0,3,1,1,189016.24,1,Medium Risk,0.95,0.9451167363892882
618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0,Medium Risk,0.25,1.141560787376897
647,France,Male,43,9,0.0,2,1,1,78488.39,0,Low Risk,0.7,0.39245670637215957
491,France,Female,68,3,107571.61,1,0,1,113695.99,0,High Risk,0.25,0.9972475548459296
652,France,Female,32,2,0.0,2,1,0,54628.11,0,Medium Risk,0.7,0.2731508204708497
650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1,Medium Risk,0.95,1.3614916536761748
413,Germany,Male,39,1,130969.77,2,1,1,158891.79,0,High Risk,0.7,1.3164926770139398
416,Germany,Female,25,0,97738.97,2,1,1,160523.33,0,High Risk,0.7,1.1922032825013607
629,Spain,Male,34,8,0.0,2,1,1,180595.02,0,Low Risk,0.7,0.903009053140398
678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0,Medium Risk,0.45,0.5366444982820077
527,Spain,Male,28,6,128396.33,2,1,0,79919.97,0,Medium Risk,0.7,0.9113618162792113
743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1,Medium Risk,0.5,1.4036190230306294
683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0,Medium Risk,0.45,0.757142427840505
536,France,Female,41,9,0.0,1,1,0,121299.14,0,Low Risk,0.45,0.6065185050957915
663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1,High Risk,0.45,1.2662367598685331
646,France,Female,38,2,0.0,2,0,0,178752.73,0,Medium Risk,0.5,0.8937972567768548
707,France,Male,35,2,0.0,3,1,1,94148.3,0,Medium Risk,0.95,0.4707592005459405
602,France,Male,34,5,0.0,2,1,1,77414.45,0,Medium Risk,0.7,0.3870868044638478
635,France,Female,47,2,125724.95,2,1,0,63236.97,0,High Risk,0.7,0.8172964085883345
597,France,Male,67,2,0.0,2,0,1,108645.85,0,Medium Risk,0.5,0.5432496761878247
503,France,Male,38,1,0.0,2,1,1,95153.24,0,Medium Risk,0.7,0.47578408948176454
524,Spain,Female,64,5,0.0,1,1,0,136079.64,1,Medium Risk,0.45,0.6804237839342759
700,France,Male,46,5,95872.86,1,1,0,98273.01,1,Medium Risk,0.45,0.873502257972663
692,France,Male,33,9,0.0,1,1,0,113505.93,1,Low Risk,0.45,0.5675509899172209
562,France,Male,37,2,0.0,1,0,1,52525.15,1,Medium Risk,0.25,0.2626356250995037
679,France,Male,37,7,74260.03,1,1,0,194617.98,0,Low Risk,0.45,1.2691033541068695
603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1,High Risk,0.45,1.2546019370838741
720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0,High Risk,0.7,1.2079073682674586
797,France,Male,24,5,0.0,2,1,0,182257.61,0,Medium Risk,0.7,0.911322315719071
594,France,Male,36,6,153880.15,1,0,0,135431.72,0,Medium Risk,0.25,1.2905014054293276
529,France,Female,31,7,0.0,2,1,1,175697.87,0,Low Risk,0.7,0.8785223824415798
606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0,High Risk,0.5,0.7190027235580798
621,Spain,Female,40,7,0.0,2,0,1,131283.6,1,Low Risk,0.5,0.6564426822448524
513,France,Female,43,9,0.0,2,1,0,152499.8,0,Low Risk,0.7,0.7625276710404311
753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1,High Risk,0.45,0.6279472689217573
605,France,Female,30,9,135422.31,1,0,1,186418.85,0,Medium Risk,0.25,1.4718795608077284
574,Spain,Female,37,7,0.0,2,1,0,32262.28,0,Low Risk,0.7,0.16131746553670417
726,France,Female,38,5,126875.62,1,1,0,128052.29,0,Medium Risk,0.45,1.145971399028356
611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0,Medium Risk,0.7,1.2912772847739826
593,Germany,Female,41,4,119703.1,2,1,1,109783.29,0,Medium Risk,0.7,1.0260355805013721
466,Germany,Male,41,2,152102.18,2,1,0,181879.56,0,High Risk,0.7,1.5156629149341811
741,Germany,Female,36,0,127675.39,2,1,0,74260.16,0,High Risk,0.7,0.8801882646171387
684,Germany,Female,44,2,133776.86,2,0,1,49865.04,0,High Risk,0.5,0.7825265972867653
550,Spain,Female,33,9,72788.03,1,1,1,103608.06,0,Low Risk,0.45,0.8081697197012858
593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0,Low Risk,0.45,1.141671786267894
601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1,Medium Risk,0.25,0.8612704858257451
676,Spain,Female,30,5,0.0,2,0,0,179066.58,0,Medium Risk,0.5,0.8953665657828733
556,France,Female,46,10,0.0,2,0,0,109184.24,0,Low Risk,0.5,0.5459417274089505
719,France,Male,36,3,155423.17,1,1,1,199841.32,0,High Risk,0.45,1.618711501922027
850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1,High Risk,0.45,0.8115317876446213
649,Spain,Female,49,2,0.0,1,1,0,84863.85,1,Medium Risk,0.45,0.42433520500370814
509,Spain,Male,41,7,126683.8,1,0,1,114775.53,0,Medium Risk,0.25,1.078820569383259
684,France,Male,33,4,140700.61,1,1,0,103557.93,0,Medium Risk,0.45,1.078597007645481
806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1,Medium Risk,0.45,1.0950665524761711
729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0,Medium Risk,0.7,1.1947184126012003
683,France,Female,33,9,0.0,2,1,1,38784.42,0,Low Risk,0.7,0.1939293917451296
689,Spain,Female,63,1,0.0,2,1,1,186526.12,0,Medium Risk,0.7,0.9326656682291253
672,Germany,Female,21,1,35741.69,1,1,0,28789.94,0,Medium Risk,0.45,0.2864101230313679
602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1,Medium Risk,0.25,0.6168682638163862
739,France,Female,20,4,133800.98,1,0,1,150245.81,0,Medium Risk,0.25,1.2845454542308534
618,France,Female,21,2,125682.79,1,0,0,57762.0,0,High Risk,0.25,0.7897524929023444
674,France,Female,42,9,0.0,2,1,0,4292.72,0,Low Risk,0.7,0.02146440706170552
762,France,Male,26,6,130428.78,1,1,0,173365.89,0,Medium Risk,0.45,1.386709684144352
790,Spain,Male,37,6,0.0,2,1,1,119484.01,0,Medium Risk,0.7,0.5974425138385203
754,Spain,Female,27,8,0.0,2,0,0,121821.16,0,Low Risk,0.5,0.6091287032392417
729,France,Male,44,6,0.0,2,1,0,151733.43,0,Medium Risk,0.7,0.7586956769574535
606,Germany,Female,47,0,137138.2,2,0,1,53784.22,0,High Risk,0.5,0.8155204664388186
616,France,Male,23,8,73112.95,1,1,1,62733.05,0,Low Risk,0.45,0.6050820127044119
772,France,Male,47,9,152347.01,1,0,1,17671.78,0,Medium Risk,0.25,0.6955689572336861
652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0,Medium Risk,0.45,1.4034927435014177
743,France,Male,43,5,0.0,2,0,0,113079.19,1,Medium Risk,0.5,0.5654172096870842
793,France,Male,39,3,137817.52,1,0,0,83997.79,0,High Risk,0.25,0.9693015502966936
743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0,Medium Risk,0.45,1.2542220366594186
746,France,Male,37,2,0.0,2,1,0,143194.05,0,Medium Risk,0.7,0.715997171493648
627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1,Medium Risk,0.45,0.962244443355553
713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0,Medium Risk,0.5,0.8464543844099565
678,Spain,Female,40,3,128398.38,1,1,0,168658.3,0,High Risk,0.45,1.3550783203606391
540,Spain,Male,39,1,0.0,1,0,1,108419.41,0,Medium Risk,0.25,0.5421174336155039
615,Germany,Female,33,3,137657.25,2,1,1,171657.57,0,High Risk,0.7,1.4069781457015993
415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0,Medium Risk,0.45,0.7784333918942321
628,France,Female,45,8,0.0,2,1,0,193903.06,0,Low Risk,0.7,0.9695517551459935
700,France,Male,26,4,119009.57,1,1,0,141926.43,0,Medium Risk,0.45,1.1839931336046257
623,Germany,Male,33,2,80002.33,1,1,1,104079.62,0,Medium Risk,0.45,0.8392815139775076
623,France,Female,37,4,140211.88,1,1,1,93832.33,0,Medium Risk,0.45,1.028019256802305
679,France,Female,44,3,118742.74,2,1,0,1568.91,0,High Risk,0.7,0.4811156458718293
632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1,High Risk,0.45,0.8547514471108508
790,France,Female,47,10,148636.21,1,0,1,16119.96,1,Medium Risk,0.25,0.673019496731926
514,France,Male,45,1,178827.79,1,1,0,60375.18,0,High Risk,0.45,1.0146379538456203
491,France,Male,33,5,83134.3,1,1,0,187946.55,0,Medium Risk,0.45,1.2711149679924256
753,France,Male,92,3,121513.31,1,0,1,195563.99,0,High Risk,0.25,1.4621701292843032
693,Germany,Female,37,6,95900.04,1,1,1,38196.24,0,Medium Risk,0.45,0.573215443951852
679,France,Female,30,1,112543.42,1,1,1,179435.21,0,High Risk,0.45,1.345772067885688
529,Spain,Male,34,9,0.0,1,1,1,93208.22,0,Low Risk,0.45,0.466058623804255
619,Spain,Female,31,3,141751.82,1,0,1,61531.86,0,High Risk,0.25,0.8726485452176487
680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0,Medium Risk,0.7,0.9589340367610294
693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1,High Risk,0.5,0.5802233959276218
834,France,Female,28,6,0.0,1,1,0,74287.53,0,Medium Risk,0.45,0.3714516165807834
636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0,Medium Risk,0.7,1.1335806573459477
538,Spain,Male,43,5,0.0,2,1,0,126933.73,0,Medium Risk,0.7,0.6346925144385428
566,Germany,Female,44,5,141428.99,2,0,0,68408.74,0,Medium Risk,0.5,0.9057475404011182
597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0,High Risk,0.45,1.2850291651522046
711,France,Female,29,9,0.0,2,0,1,3234.8,0,Low Risk,0.5,0.016174608165267015
606,France,Male,31,10,0.0,2,1,0,195209.4,0,Low Risk,0.7,0.976083700747148
615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0,Medium Risk,0.45,1.1718811837651846
589,France,Male,36,1,100895.54,1,1,1,68075.14,0,High Risk,0.45,0.742526035804423
606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0,Medium Risk,0.45,0.7229723847041751
582,France,Male,29,4,0.0,2,0,0,156153.27,0,Medium Risk,0.5,0.7807957079186176
710,France,Female,36,4,116085.06,1,1,0,58601.61,0,Medium Risk,0.45,0.755697201096991
467,France,Male,57,1,0.0,2,1,1,114448.77,0,Medium Risk,0.7,0.5722653671778059
749,France,Male,30,1,0.0,2,0,1,126551.65,0,Medium Risk,0.5,0.6327820426048019
564,Germany,Female,33,2,115761.51,1,0,1,112350.21,1,High Risk,0.25,1.023160738804123
730,Spain,Male,26,6,0.0,2,1,1,185808.7,0,Medium Risk,0.7,0.9290784333490939
678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1,Medium Risk,0.45,1.147704703263872
540,France,Female,31,7,0.0,1,0,1,183051.6,1,Low Risk,0.25,0.9152924149948037
767,France,Female,35,6,115576.44,1,0,1,27922.45,0,Medium Risk,0.25,0.600268435621524
615,France,Female,23,4,0.0,2,1,0,196476.19,0,Medium Risk,0.7,0.982417888912623
583,Germany,Female,41,5,77647.6,1,1,0,190429.52,0,Medium Risk,0.45,1.261662043404029
850,France,Female,40,5,0.0,2,1,0,35034.15,0,Medium Risk,0.7,0.1751773366678587
651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1,Medium Risk,0.45,0.9256766264986522
798,France,Male,22,8,0.0,2,1,0,107615.43,0,Low Risk,0.7,0.5380973824615805
695,France,Male,37,2,0.0,2,1,1,99692.65,0,Medium Risk,0.7,0.4984819929229338
497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1,Medium Risk,0.25,0.764680809398683
739,France,Male,40,4,0.0,2,0,0,173321.65,0,Medium Risk,0.5,0.866640835695422
549,France,Female,34,4,0.0,2,0,0,139463.57,0,Medium Risk,0.5,0.6973440701370371
850,France,Male,35,9,102050.47,1,1,1,3769.71,0,Medium Risk,0.45,0.42558997963598216
648,Spain,Male,49,5,0.0,1,1,0,149946.43,1,Medium Risk,0.45,0.749760340988821
679,France,Female,24,6,114948.76,2,0,1,135768.25,0,Medium Risk,0.5,1.1370159785194034
606,Germany,Male,39,8,136000.45,2,1,0,31708.53,0,Medium Risk,0.7,0.7006031563627472
850,France,Male,32,4,156001.68,2,1,1,151677.31,0,Medium Risk,0.7,1.380188153638847
619,Germany,Male,41,3,147974.16,2,1,0,170518.83,0,High Risk,0.7,1.4424041540458692
719,Spain,Male,44,2,0.0,2,1,0,196582.19,0,Medium Risk,0.7,0.9829479088413724
640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0,Medium Risk,0.45,0.37681056289523823
710,France,Male,40,5,0.0,2,0,0,162878.96,0,Medium Risk,0.5,0.814425422395882
580,France,Male,31,2,0.0,2,0,1,64014.24,0,Medium Risk,0.5,0.3200832351296409
550,France,Male,44,9,0.0,2,1,0,26257.01,0,Low Risk,0.7,0.13128998650349252
841,France,Female,31,3,162701.65,2,1,1,126794.56,0,High Risk,0.7,1.2824736753048493
760,France,Male,34,2,0.0,2,1,0,164162.44,0,Medium Risk,0.7,0.820843063699195
687,France,Female,30,6,0.0,2,0,0,179206.92,0,Medium Risk,0.5,0.8960682921677855
753,Germany,Female,35,5,82453.96,2,0,0,18254.75,0,Medium Risk,0.5,0.41991244584569454
661,France,Male,35,9,100107.99,1,1,0,83949.68,0,Medium Risk,0.45,0.8187627964746627
699,France,Male,28,7,0.0,2,1,1,22684.78,0,Low Risk,0.7,0.11342816489900019
617,Germany,Female,39,5,83348.89,3,1,0,7953.62,1,Medium Risk,0.95,0.3719717655486025
595,Germany,Female,44,4,96553.52,2,1,0,143952.24,1,Medium Risk,0.7,1.1046198902978197
669,France,Male,50,9,201009.64,1,1,0,158032.5,1,Medium Risk,0.45,1.5913527142823867
613,France,Female,27,5,125167.74,1,1,0,199104.52,0,Medium Risk,0.45,1.4944388407835194
782,France,Male,32,9,0.0,1,1,1,87566.97,0,Low Risk,0.45,0.43785131320937665
582,France,Female,43,5,153313.67,1,0,0,170563.73,0,Medium Risk,0.25,1.4639102513587887
679,France,Male,30,9,0.0,2,1,0,157871.55,0,Low Risk,0.7,0.7893874309674043
611,France,Female,40,2,125879.29,1,1,0,93203.43,0,High Risk,0.45,0.9677494926538235
455,Germany,Female,37,6,170057.62,1,0,1,54398.56,0,Medium Risk,0.25,0.9497986215329779
621,France,Male,32,1,0.0,2,1,1,168779.47,0,Medium Risk,0.7,0.8439290817334731
596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1,High Risk,0.25,0.5291258613337908
585,Spain,Female,56,1,128472.8,1,1,0,186476.91,1,High Risk,0.45,1.4444713348393796
742,France,Male,32,6,160485.16,1,1,0,29023.03,0,Medium Risk,0.45,0.7847634192800124
850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1,Medium Risk,0.75,0.636691610803797
738,Germany,Female,40,1,115409.18,2,0,0,180456.8,0,High Risk,0.5,1.362302217987044
619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1,Low Risk,0.45,0.9112253302759568
628,France,Female,50,4,143054.56,1,0,1,109608.81,1,Medium Risk,0.25,1.1182346413868303
487,France,Male,24,7,133628.09,2,1,1,98570.01,0,Medium Risk,0.7,1.0254676542549643
513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0,Medium Risk,0.7,1.229769283899296
563,Spain,Male,26,7,0.0,2,0,0,6139.74,0,Low Risk,0.5,0.030699854314522223
803,France,Female,65,2,151659.52,2,0,1,6930.17,0,High Risk,0.5,0.6391187712200369
607,Spain,Female,32,7,0.0,3,0,1,10674.62,0,Low Risk,0.75,0.053375106904019594
628,Germany,Female,51,9,155903.82,2,1,1,71159.84,0,Medium Risk,0.7,0.9771956269452311
